identity_id;user_id;changed;del;standard;name;organization;email;reply-to;bcc;signature;html_signature
517;501;2016-05-25 17:16:52.0;0;1;*;*;*;*;*;NULL;0
518;500;2016-05-16 19:57:06.0;1;0;*;*;*;*;*;NULL;0
519;502;2013-08-05 14:21:06.0;0;1;*;*;*;*;*;NULL;0
520;503;2013-08-05 14:24:01.0;0;1;*;*;*;*;*;NULL;0
521;504;2013-10-28 22:06:22.0;0;1;*;*;*;*;*;NULL;0
522;505;2015-08-28 07:44:52.0;0;1;*;*;*;*;*;NULL;0
523;506;2013-09-09 15:52:25.0;0;1;*;*;*;*;*;NULL;0
524;507;2013-09-12 14:47:26.0;0;1;*;*;*;*;*;NULL;0
525;508;2013-09-12 14:50:03.0;0;1;*;*;*;*;*;NULL;0
526;509;2013-09-13 15:48:18.0;0;1;*;*;*;*;*;NULL;0
527;510;2013-09-13 15:51:26.0;0;1;*;*;*;*;*;NULL;0
528;511;2013-09-24 16:02:37.0;0;1;*;*;*;*;*;NULL;0
529;512;2013-11-16 14:44:41.0;0;1;*;*;*;*;*;NULL;0
530;513;2013-11-27 08:28:42.0;0;1;*;*;*;*;*;NULL;0
531;514;2013-12-30 10:51:19.0;0;1;*;*;*;*;*;NULL;0
532;515;2013-09-03 17:53:25.0;0;1;*;*;*;*;*;NULL;0
533;516;2013-09-03 16:05:30.0;0;1;*;*;*;*;*;NULL;0
534;517;2013-09-11 23:26:11.0;0;1;*;*;*;*;*;NULL;0
535;518;2013-12-23 12:34:35.0;0;1;*;*;*;*;*;NULL;1
536;519;2015-03-05 09:51:23.0;0;1;*;*;*;*;*;NULL;1
537;520;2014-01-03 01:50:00.0;0;1;*;*;*;*;*;NULL;0
538;521;2015-07-08 16:51:23.0;0;1;*;*;*;*;*;NULL;0
539;522;2016-05-06 08:29:44.0;0;1;*;*;*;*;*;NULL;0
540;523;2017-02-03 14:54:38.0;0;1;*;*;*;*;*;NULL;1
541;524;2016-05-26 15:26:04.0;0;1;*;*;*;*;*;NULL;0
542;525;2017-01-25 16:07:56.0;0;1;*;*;*;*;*;NULL;1
543;526;2017-05-18 12:39:49.0;0;1;*;*;*;*;*;NULL;0
544;527;2013-08-03 11:17:57.0;0;1;*;*;*;*;*;NULL;0
545;528;2013-09-11 18:07:40.0;0;1;*;*;*;*;*;NULL;0
546;529;2013-09-11 18:10:06.0;0;1;*;*;*;*;*;NULL;0
547;530;2014-01-07 15:59:08.0;0;1;*;*;*;*;*;NULL;0
548;531;2015-05-21 09:31:44.0;0;1;*;*;*;*;*;NULL;1
549;532;2014-01-07 16:02:35.0;0;1;*;*;*;*;*;NULL;0
550;533;2014-07-31 13:15:05.0;0;1;*;*;*;*;*;NULL;0
551;534;2015-03-06 15:16:16.0;0;1;*;*;*;*;*;NULL;0
552;535;2014-02-18 10:10:47.0;0;1;*;*;*;*;*;NULL;0
553;536;2014-11-04 17:09:23.0;0;1;*;*;*;*;*;NULL;1
554;537;2013-09-23 10:14:25.0;0;1;*;*;*;*;*;NULL;0
555;538;2013-10-18 15:47:52.0;0;1;*;*;*;*;*;NULL;0
556;539;2014-05-09 18:24:45.0;0;1;*;*;*;*;*;NULL;0
557;540;2012-11-22 02:12:53.0;0;1;*;*;*;*;*;NULL;0
558;541;2012-11-22 02:19:48.0;0;1;*;*;*;*;*;NULL;0
559;542;2012-11-22 02:22:52.0;0;1;*;*;*;*;*;NULL;0
560;543;2018-05-14 03:12:21.0;0;1;*;*;*;*;*;NULL;0
561;544;2013-01-13 06:03:23.0;0;1;*;*;*;*;*;NULL;0
562;545;2013-02-28 18:00:28.0;0;1;*;*;*;*;*;NULL;0
563;546;2012-12-07 19:01:19.0;0;1;*;*;*;*;*;NULL;0
564;547;2015-01-15 16:51:12.0;0;0;*;*;*;*;*;NULL;1
565;548;2013-03-12 09:58:30.0;0;1;*;*;*;*;*;NULL;0
566;549;2013-03-12 10:26:45.0;0;1;*;*;*;*;*;NULL;0
567;550;2013-03-22 21:07:01.0;0;1;*;*;*;*;*;NULL;0
568;551;2013-04-08 04:29:27.0;0;1;*;*;*;*;*;NULL;0
569;552;2013-04-08 07:26:20.0;0;1;*;*;*;*;*;NULL;0
570;553;2013-04-08 10:43:25.0;0;1;*;*;*;*;*;NULL;0
571;554;2013-04-08 08:07:19.0;0;1;*;*;*;*;*;NULL;0
572;555;2013-04-08 10:17:20.0;0;1;*;*;*;*;*;NULL;0
573;556;2013-04-12 00:38:52.0;0;1;*;*;*;*;*;NULL;0
574;557;2013-04-30 05:50:13.0;0;1;*;*;*;*;*;NULL;0
575;558;2013-05-21 03:00:27.0;0;1;*;*;*;*;*;NULL;0
576;559;2013-05-22 00:06:43.0;0;1;*;*;*;*;*;NULL;0
577;560;2013-05-29 00:44:34.0;0;1;*;*;*;*;*;NULL;0
578;561;2013-06-17 06:31:21.0;0;1;*;*;*;*;*;NULL;0
579;562;2013-12-01 15:25:11.0;0;1;*;*;*;*;*;NULL;0
580;563;2013-12-30 19:57:56.0;0;1;*;*;*;*;*;NULL;0
581;564;2014-02-09 18:06:19.0;0;1;*;*;*;*;*;NULL;0
582;565;2014-02-10 01:56:44.0;0;1;*;*;*;*;*;NULL;0
583;566;2014-06-16 11:51:13.0;0;1;*;*;*;*;*;NULL;0
584;567;2014-06-30 08:21:19.0;0;1;*;*;*;*;*;NULL;0
585;568;2014-10-12 01:39:11.0;0;1;*;*;*;*;*;NULL;0
586;569;2014-10-12 01:52:00.0;0;1;*;*;*;*;*;NULL;0
587;570;2015-01-20 08:46:42.0;0;1;*;*;*;*;*;NULL;0
588;571;2015-06-24 16:58:28.0;0;1;*;*;*;*;*;NULL;0
589;572;2015-12-04 07:28:22.0;0;1;*;*;*;*;*;NULL;0
590;573;2013-11-01 11:25:20.0;0;1;*;*;*;*;*;NULL;1
591;574;2013-10-21 17:03:00.0;0;1;*;*;*;*;*;NULL;0
592;575;2013-10-21 17:11:37.0;0;1;*;*;*;*;*;NULL;0
593;576;2013-10-21 17:05:17.0;0;1;*;*;*;*;*;NULL;0
594;577;2013-10-21 17:09:45.0;0;1;*;*;*;*;*;NULL;0
595;578;2013-10-21 17:13:30.0;0;1;*;*;*;*;*;NULL;0
596;579;2013-10-21 17:07:50.0;0;1;*;*;*;*;*;NULL;0
597;580;2013-10-14 17:36:17.0;0;1;*;*;*;*;*;NULL;0
598;581;2013-10-22 16:24:50.0;0;1;*;*;*;*;*;NULL;0
599;582;2013-11-04 11:44:09.0;0;1;*;*;*;*;*;NULL;1
600;583;2013-10-21 17:16:24.0;0;1;*;*;*;*;*;NULL;0
601;584;2013-10-22 11:31:37.0;0;1;*;*;*;*;*;NULL;1
602;585;2013-11-01 09:23:19.0;0;1;*;*;*;*;*;NULL;0
603;586;2013-11-01 09:28:40.0;0;1;*;*;*;*;*;NULL;1
604;587;2013-11-01 11:49:06.0;0;1;*;*;*;*;*;NULL;1
605;588;2015-09-21 10:34:42.0;0;1;*;*;*;*;*;NULL;1
606;589;2013-11-06 10:06:21.0;0;1;*;*;*;*;*;NULL;0
607;590;2013-11-06 10:12:07.0;0;1;*;*;*;*;*;NULL;1
608;591;2013-11-20 18:12:00.0;0;1;*;*;*;*;*;NULL;1
609;592;2013-11-20 18:17:15.0;0;1;*;*;*;*;*;NULL;1
610;593;2013-11-28 18:22:56.0;0;1;*;*;*;*;*;NULL;1
611;594;2013-12-06 09:41:43.0;0;1;*;*;*;*;*;NULL;0
612;595;2013-12-02 15:39:22.0;0;1;*;*;*;*;*;NULL;0
613;596;2013-12-02 15:46:21.0;0;1;*;*;*;*;*;NULL;0
614;597;2013-12-02 16:19:28.0;0;1;*;*;*;*;*;NULL;0
615;598;2014-01-24 13:07:23.0;0;1;*;*;*;*;*;NULL;0
616;599;2015-09-04 11:48:24.0;0;1;*;*;*;*;*;NULL;0
617;600;2014-08-15 13:09:36.0;0;1;*;*;*;*;*;NULL;0
618;601;2014-08-15 13:31:27.0;0;1;*;*;*;*;*;NULL;0
619;602;2014-08-15 15:00:50.0;0;1;*;*;*;*;*;NULL;0
620;603;2016-03-07 09:58:00.0;0;1;*;*;*;*;*;NULL;0
621;604;2015-05-14 17:04:14.0;0;1;*;*;*;*;*;NULL;0
622;605;2015-06-08 13:30:07.0;0;1;*;*;*;*;*;NULL;0
623;606;2015-06-16 11:19:09.0;0;1;*;*;*;*;*;NULL;0
624;607;2015-06-29 10:15:58.0;0;1;*;*;*;*;*;NULL;0
625;608;2015-07-04 17:30:03.0;0;1;*;*;*;*;*;NULL;0
626;609;2015-07-07 17:12:15.0;0;1;*;*;*;*;*;NULL;0
627;610;2015-07-07 17:31:15.0;0;1;*;*;*;*;*;NULL;0
628;611;2015-07-09 10:04:52.0;0;1;*;*;*;*;*;NULL;0
629;612;2015-07-14 17:21:19.0;0;1;*;*;*;*;*;NULL;0
630;613;2015-07-15 18:08:40.0;0;1;*;*;*;*;*;NULL;0
631;614;2015-07-21 10:07:14.0;0;1;*;*;*;*;*;NULL;0
632;615;2015-07-28 12:56:25.0;0;1;*;*;*;*;*;NULL;0
633;616;2015-10-16 09:16:48.0;0;1;*;*;*;*;*;NULL;0
634;617;2015-10-20 16:19:26.0;0;1;*;*;*;*;*;NULL;0
635;618;2015-10-21 14:27:26.0;0;1;*;*;*;*;*;NULL;0
636;619;2015-10-21 14:50:04.0;0;1;*;*;*;*;*;NULL;0
637;620;2015-12-19 20:57:10.0;0;1;*;*;*;*;*;NULL;0
638;621;2016-01-14 17:52:47.0;0;1;*;*;*;*;*;NULL;0
639;622;2016-01-22 09:01:02.0;0;1;*;*;*;*;*;NULL;0
640;623;2016-01-28 16:21:50.0;0;1;*;*;*;*;*;NULL;0
641;624;2016-06-08 10:55:04.0;0;1;*;*;*;*;*;NULL;0
642;625;2016-06-08 11:59:02.0;0;1;*;*;*;*;*;NULL;0
643;626;2016-06-10 10:40:48.0;0;1;*;*;*;*;*;NULL;0
644;627;2016-06-10 10:59:55.0;0;1;*;*;*;*;*;NULL;0
645;628;2016-06-10 11:03:25.0;0;1;*;*;*;*;*;NULL;0
646;629;2016-06-16 00:13:50.0;0;1;*;*;*;*;*;NULL;0
647;630;2016-06-16 00:15:35.0;0;1;*;*;*;*;*;NULL;0
648;631;2016-06-20 09:25:19.0;0;1;*;*;*;*;*;NULL;0
649;632;2014-02-18 10:28:58.0;0;1;*;*;*;*;*;NULL;0
650;633;2014-02-18 15:43:55.0;0;1;*;*;*;*;*;NULL;0
651;634;2014-02-24 06:17:36.0;0;1;*;*;*;*;*;NULL;0
652;635;2014-02-26 21:21:01.0;0;1;*;*;*;*;*;NULL;0
653;636;2014-02-27 09:43:20.0;0;1;*;*;*;*;*;NULL;0
654;637;2014-01-04 18:54:34.0;0;1;*;*;*;*;*;NULL;0
655;638;2014-01-21 18:28:35.0;0;1;*;*;*;*;*;NULL;0
656;639;2014-03-25 01:28:48.0;0;1;*;*;*;*;*;NULL;0
657;640;2014-06-05 03:44:54.0;0;1;*;*;*;*;*;NULL;0
658;641;2015-02-24 18:51:09.0;0;1;*;*;*;*;*;NULL;0
659;642;2015-09-15 05:40:53.0;0;1;*;*;*;*;*;NULL;0
660;643;2015-10-13 02:23:33.0;0;1;*;*;*;*;*;NULL;0
661;644;2014-01-16 00:42:38.0;0;1;*;*;*;*;*;NULL;0
662;645;2014-01-10 17:22:23.0;0;1;*;*;*;*;*;NULL;0
663;646;2014-01-15 16:40:47.0;0;1;*;*;*;*;*;NULL;0
664;647;2014-01-19 16:19:57.0;0;1;*;*;*;*;*;NULL;0
665;648;2014-04-11 00:13:56.0;0;1;*;*;*;*;*;NULL;0
666;649;2015-03-19 19:02:41.0;0;1;*;*;*;*;*;NULL;0
667;650;2015-05-21 11:43:53.0;0;1;*;*;*;*;*;NULL;0
668;651;2016-01-29 19:18:20.0;0;1;*;*;*;*;*;NULL;0
669;652;2016-01-29 19:18:49.0;0;1;*;*;*;*;*;NULL;0
670;653;2016-01-29 19:19:13.0;0;1;*;*;*;*;*;NULL;0
671;654;2016-02-25 17:03:18.0;0;1;*;*;*;*;*;NULL;0
672;655;2016-03-17 19:16:39.0;0;1;*;*;*;*;*;NULL;0
673;656;2016-05-10 16:02:43.0;0;1;*;*;*;*;*;NULL;0
674;657;2016-05-17 16:22:40.0;0;1;*;*;*;*;*;NULL;0
675;658;2016-05-24 16:02:52.0;0;1;*;*;*;*;*;NULL;0
676;659;2016-05-26 15:19:50.0;0;1;*;*;*;*;*;NULL;0
677;660;2016-05-26 16:27:43.0;0;1;*;*;*;*;*;NULL;0
678;661;2016-05-26 16:39:03.0;0;1;*;*;*;*;*;NULL;0
679;662;2016-05-26 17:16:06.0;0;1;*;*;*;*;*;NULL;0
680;663;2016-05-26 17:41:00.0;0;1;*;*;*;*;*;NULL;0
681;664;2016-05-26 17:44:37.0;0;1;*;*;*;*;*;NULL;0
682;665;2016-05-27 13:44:34.0;0;1;*;*;*;*;*;NULL;0
683;666;2016-06-05 10:27:01.0;0;1;*;*;*;*;*;NULL;0
684;667;2017-05-18 12:42:35.0;0;1;*;*;*;*;*;NULL;0
685;668;2014-03-12 10:27:58.0;0;1;*;*;*;*;*;NULL;0
686;669;2014-05-02 11:37:38.0;0;1;*;*;*;*;*;NULL;0
687;670;2014-05-02 11:38:54.0;0;1;*;*;*;*;*;NULL;0
688;671;2014-11-30 20:27:13.0;0;1;*;*;*;*;*;NULL;0
689;672;2015-08-14 16:17:57.0;0;1;*;*;*;*;*;NULL;0
690;673;2016-05-24 20:19:27.0;0;1;*;*;*;*;*;NULL;0
691;674;2013-11-14 22:52:26.0;0;1;*;*;*;*;*;NULL;0
692;675;2013-11-21 14:10:04.0;0;1;*;*;*;*;*;NULL;0
693;676;2013-12-02 11:11:21.0;0;1;*;*;*;*;*;NULL;0
694;677;2013-12-14 22:48:19.0;0;1;*;*;*;*;*;NULL;0
695;678;2015-10-31 11:32:38.0;0;1;*;*;*;*;*;NULL;0
696;679;2015-11-09 12:12:24.0;0;1;*;*;*;*;*;NULL;0
697;680;2013-12-04 10:38:17.0;0;1;*;*;*;*;*;NULL;0
698;681;2013-12-04 10:44:10.0;0;1;*;*;*;*;*;NULL;0
699;682;2013-12-05 17:35:22.0;0;1;*;*;*;*;*;NULL;0
700;683;2014-03-04 16:27:13.0;0;1;*;*;*;*;*;NULL;0
701;684;2014-03-14 12:40:28.0;0;1;*;*;*;*;*;NULL;0
702;685;2013-08-14 18:50:48.0;0;1;*;*;*;*;*;NULL;0
703;686;2017-08-14 10:11:34.0;0;1;*;*;*;*;*;NULL;1
704;687;2013-08-19 17:38:12.0;0;1;*;*;*;*;*;NULL;0
705;688;2014-07-17 15:24:13.0;0;1;*;*;*;*;*;NULL;0
706;689;2014-11-12 19:44:59.0;0;1;*;*;*;*;*;NULL;0
707;690;2016-03-14 14:16:37.0;0;1;*;*;*;*;*;NULL;0
708;691;2016-04-21 12:16:35.0;0;1;*;*;*;*;*;NULL;0
709;692;2014-01-15 16:51:51.0;0;1;*;*;*;*;*;NULL;0
710;693;2014-09-11 11:24:07.0;0;1;*;*;*;*;*;NULL;0
711;694;2014-09-11 12:02:51.0;0;1;*;*;*;*;*;NULL;0
712;695;2014-10-23 17:57:34.0;0;1;*;*;*;*;*;NULL;0
713;696;2016-05-04 08:39:02.0;0;1;*;*;*;*;*;NULL;0
714;697;2013-12-15 09:38:51.0;0;1;*;*;*;*;*;NULL;0
715;698;2015-05-27 17:21:17.0;0;1;*;*;*;*;*;NULL;0
716;699;2015-09-04 12:24:09.0;0;1;*;*;*;*;*;NULL;0
717;700;2015-09-20 19:06:57.0;0;1;*;*;*;*;*;NULL;0
718;701;2015-09-20 19:26:06.0;0;1;*;*;*;*;*;NULL;0
719;702;2016-01-30 05:14:57.0;0;1;*;*;*;*;*;NULL;0
720;703;2016-01-30 05:21:58.0;0;1;*;*;*;*;*;NULL;0
721;704;2016-02-29 17:28:13.0;0;1;*;*;*;*;*;NULL;0
722;705;2016-04-21 14:45:06.0;0;1;*;*;*;*;*;NULL;0
723;706;2016-04-26 10:57:03.0;0;1;*;*;*;*;*;NULL;0
724;707;2016-05-25 11:31:45.0;0;1;*;*;*;*;*;NULL;0
725;708;2016-05-25 12:36:20.0;0;1;*;*;*;*;*;NULL;0
726;709;2016-06-20 16:41:40.0;0;1;*;*;*;*;*;NULL;0
727;710;2013-11-06 09:06:05.0;0;1;*;*;*;*;*;NULL;0
728;711;2013-11-06 11:08:05.0;0;1;*;*;*;*;*;NULL;0
729;712;2013-11-06 12:50:05.0;0;1;*;*;*;*;*;NULL;0
730;713;2013-11-06 12:50:34.0;0;1;*;*;*;*;*;NULL;0
731;714;2012-07-10 23:24:16.0;0;1;*;*;*;*;*;NULL;0
732;715;2012-07-12 22:10:59.0;0;1;*;*;*;*;*;NULL;0
733;716;2012-07-12 22:14:46.0;0;1;*;*;*;*;*;NULL;0
734;717;2014-06-04 22:34:32.0;0;1;*;*;*;*;*;NULL;0
735;718;2014-06-05 14:47:56.0;0;1;*;*;*;*;*;NULL;0
736;719;2017-06-04 15:58:16.0;0;1;*;*;*;*;*;NULL;1
737;720;2015-06-10 16:21:24.0;0;1;*;*;*;*;*;NULL;0
738;721;2013-09-30 16:58:45.0;0;1;*;*;*;*;*;NULL;0
739;722;2013-10-21 12:23:46.0;0;1;*;*;*;*;*;NULL;0
740;723;2013-11-21 18:16:53.0;0;1;*;*;*;*;*;NULL;0
741;722;2016-04-19 12:04:04.0;0;0;*;*;*;*;*;NULL;1
742;724;2014-01-22 11:55:47.0;0;1;*;*;*;*;*;NULL;0
743;725;2015-02-11 09:38:56.0;0;1;*;*;*;*;*;NULL;0
744;726;2014-07-08 08:55:32.0;0;1;*;*;*;*;*;NULL;0
745;727;2014-10-25 09:41:10.0;0;1;*;*;*;*;*;NULL;0
746;728;2014-12-18 17:14:57.0;0;1;*;*;*;*;*;NULL;0
747;729;2014-12-18 17:17:13.0;0;1;*;*;*;*;*;NULL;0
748;730;2014-12-18 17:22:07.0;0;1;*;*;*;*;*;NULL;0
749;731;2015-08-12 13:25:41.0;0;1;*;*;*;*;*;NULL;0
750;732;2015-10-16 18:22:24.0;0;1;*;*;*;*;*;NULL;0
751;733;2015-12-03 10:19:16.0;0;1;*;*;*;*;*;NULL;0
752;734;2015-12-23 11:28:59.0;0;1;*;*;*;*;*;NULL;0
753;735;2015-12-23 12:46:37.0;0;1;*;*;*;*;*;NULL;0
754;736;2015-12-23 17:17:40.0;0;1;*;*;*;*;*;NULL;0
755;737;2015-12-23 17:37:20.0;0;1;*;*;*;*;*;NULL;0
756;738;2016-01-02 11:29:40.0;0;1;*;*;*;*;*;NULL;0
757;739;2016-01-15 17:11:33.0;0;1;*;*;*;*;*;NULL;0
758;740;2016-01-25 10:38:19.0;0;1;*;*;*;*;*;NULL;0
759;741;2016-03-11 12:36:00.0;0;1;*;*;*;*;*;NULL;0
760;742;2016-07-20 09:45:15.0;0;1;*;*;*;*;*;NULL;0
761;743;2016-07-21 16:44:14.0;0;1;*;*;*;*;*;NULL;0
762;744;2013-10-01 11:07:53.0;0;1;*;*;*;*;*;NULL;0
763;745;2014-06-12 11:53:51.0;0;1;*;*;*;*;*;NULL;0
764;746;2015-05-13 12:32:34.0;0;1;*;*;*;*;*;NULL;0
765;747;2015-05-19 19:20:24.0;0;1;*;*;*;*;*;NULL;0
766;748;2015-09-02 12:20:58.0;0;1;*;*;*;*;*;NULL;0
767;749;2015-10-23 20:48:57.0;0;1;*;*;*;*;*;NULL;0
768;750;2015-10-23 20:56:23.0;0;1;*;*;*;*;*;NULL;0
769;751;2015-05-25 17:54:38.0;0;1;*;*;*;*;*;NULL;0
770;752;2015-07-01 15:51:17.0;0;1;*;*;*;*;*;NULL;0
771;753;2015-09-22 20:30:24.0;0;1;*;*;*;*;*;NULL;0
777;759;2014-12-10 15:19:59.0;0;1;*;*;*;*;*;NULL;0
778;760;2013-11-08 01:18:43.0;0;1;*;*;*;*;*;NULL;0
779;761;2013-12-13 17:03:08.0;0;1;*;*;*;*;*;NULL;0
780;762;2013-12-14 18:53:59.0;0;1;*;*;*;*;*;NULL;0
781;763;2014-01-05 13:26:29.0;0;1;*;*;*;*;*;NULL;0
782;764;2013-12-29 21:49:27.0;0;1;*;*;*;*;*;NULL;0
783;765;2013-12-07 21:32:50.0;0;1;*;*;*;*;*;NULL;0
784;766;2014-01-16 23:11:09.0;0;1;*;*;*;*;*;NULL;0
785;767;2014-04-14 16:17:10.0;0;1;*;*;*;*;*;NULL;0
786;768;2015-09-05 12:26:46.0;0;1;*;*;*;*;*;NULL;1
787;769;2015-11-19 16:43:36.0;0;1;*;*;*;*;*;NULL;0
788;770;2015-11-20 15:55:04.0;0;1;*;*;*;*;*;NULL;0
789;771;2015-11-20 16:08:46.0;0;1;*;*;*;*;*;NULL;0
790;772;2015-05-26 12:42:26.0;0;1;*;*;*;*;*;NULL;0
791;773;2015-06-22 09:56:28.0;0;1;*;*;*;*;*;NULL;0
792;774;2016-01-29 02:18:39.0;0;1;*;*;*;*;*;NULL;0
793;775;2016-02-01 12:41:50.0;0;1;*;*;*;*;*;NULL;0
794;776;2013-12-31 09:12:16.0;0;1;*;*;*;*;*;NULL;0
795;777;2014-11-03 20:59:04.0;0;1;*;*;*;*;*;NULL;0
796;778;2015-03-30 20:33:02.0;0;1;*;*;*;*;*;NULL;0
797;779;2015-10-06 14:06:02.0;0;1;*;*;*;*;*;NULL;0
798;778;2015-10-06 16:51:42.0;1;0;*;*;*;*;*;NULL;0
799;780;2013-11-19 18:37:41.0;0;1;*;*;*;*;*;NULL;0
800;781;2013-11-19 18:43:43.0;0;1;*;*;*;*;*;NULL;0
801;782;2013-11-19 18:49:36.0;0;1;*;*;*;*;*;NULL;0
802;783;2013-11-20 00:37:10.0;0;1;*;*;*;*;*;NULL;0
803;784;2013-11-22 23:58:53.0;0;1;*;*;*;*;*;NULL;0
804;785;2013-11-30 23:44:04.0;0;1;*;*;*;*;*;NULL;0
805;786;2013-12-11 20:02:12.0;0;1;*;*;*;*;*;NULL;0
806;787;2014-02-02 05:48:33.0;0;1;*;*;*;*;*;NULL;0
807;788;2014-02-11 22:20:54.0;0;1;*;*;*;*;*;NULL;0
808;789;2014-05-11 11:10:57.0;0;1;*;*;*;*;*;NULL;0
809;790;2013-12-30 23:26:38.0;0;1;*;*;*;*;*;NULL;0
810;791;2014-02-13 15:11:16.0;0;1;*;*;*;*;*;NULL;0
811;792;2015-06-15 04:16:04.0;0;1;*;*;*;*;*;NULL;0
812;793;2015-06-16 14:36:42.0;0;1;*;*;*;*;*;NULL;0
813;794;2014-02-11 14:44:26.0;0;1;*;*;*;*;*;NULL;0
814;795;2014-02-11 14:52:27.0;0;1;*;*;*;*;*;NULL;0
815;796;2014-02-11 14:56:57.0;0;1;*;*;*;*;*;NULL;0
816;797;2014-04-11 10:38:19.0;0;1;*;*;*;*;*;NULL;0
817;798;2013-08-21 16:03:34.0;0;1;*;*;*;*;*;NULL;0
818;799;2013-12-03 19:04:52.0;0;1;*;*;*;*;*;NULL;0
819;800;2014-01-14 14:39:18.0;0;1;*;*;*;*;*;NULL;0
820;801;2013-12-03 23:45:32.0;0;1;*;*;*;*;*;NULL;0
821;802;2013-12-03 23:43:52.0;0;1;*;*;*;*;*;NULL;0
822;803;2014-01-07 13:05:33.0;0;1;*;*;*;*;*;NULL;0
823;804;2014-02-25 12:19:34.0;0;1;*;*;*;*;*;NULL;0
824;805;2014-06-03 07:17:57.0;0;1;*;*;*;*;*;NULL;0
825;806;2013-06-21 09:31:28.0;0;1;*;*;*;*;*;NULL;0
826;807;2013-07-11 11:18:30.0;0;1;*;*;*;*;*;NULL;0
827;808;2013-07-24 12:21:31.0;0;1;*;*;*;*;*;NULL;0
828;809;2013-07-29 12:07:32.0;0;1;*;*;*;*;*;NULL;0
829;810;2013-10-28 18:45:51.0;0;1;*;*;*;*;*;NULL;0
830;811;2013-12-13 11:51:29.0;0;1;*;*;*;*;*;NULL;0
831;812;2013-12-13 11:51:59.0;0;1;*;*;*;*;*;NULL;0
832;813;2014-03-04 12:06:14.0;0;1;*;*;*;*;*;NULL;0
833;814;2014-05-06 09:14:29.0;0;1;*;*;*;*;*;NULL;0
834;815;2014-05-06 19:04:54.0;0;1;*;*;*;*;*;NULL;0
835;816;2015-06-30 23:45:22.0;0;1;*;*;*;*;*;NULL;1
836;817;2016-05-04 20:19:41.0;0;1;*;*;*;*;*;NULL;0
837;818;2016-05-13 01:30:57.0;0;1;*;*;*;*;*;NULL;0
838;819;2015-06-22 13:46:19.0;0;1;*;*;*;*;*;NULL;0
839;820;2013-12-30 13:05:20.0;0;1;*;*;*;*;*;NULL;0
840;821;2013-12-30 13:10:32.0;0;1;*;*;*;*;*;NULL;0
841;822;2014-03-11 08:48:57.0;0;1;*;*;*;*;*;NULL;1
842;823;2013-12-30 13:36:57.0;0;1;*;*;*;*;*;NULL;0
843;824;2013-12-30 16:39:49.0;0;1;*;*;*;*;*;NULL;0
844;825;2013-12-24 10:49:18.0;0;1;*;*;*;*;*;NULL;0
845;826;2014-01-01 17:07:48.0;0;1;*;*;*;*;*;NULL;0
846;827;2015-05-07 11:25:54.0;0;1;*;*;*;*;*;NULL;0
847;828;2015-05-07 13:38:14.0;0;1;*;*;*;*;*;NULL;0
848;829;2015-05-12 09:37:41.0;0;1;*;*;*;*;*;NULL;0
849;830;2013-12-03 12:50:42.0;0;1;*;*;*;*;*;NULL;0
850;831;2014-02-25 11:36:49.0;0;1;*;*;*;*;*;NULL;0
851;832;2015-06-25 16:03:52.0;0;1;*;*;*;*;*;NULL;0
852;833;2015-08-27 15:04:08.0;0;1;*;*;*;*;*;NULL;0
853;834;2014-02-26 22:25:38.0;0;1;*;*;*;*;*;NULL;0
854;835;2014-04-04 12:16:04.0;0;1;*;*;*;*;*;NULL;0
855;836;2014-07-11 12:31:27.0;0;1;*;*;*;*;*;NULL;0
856;837;2014-07-11 12:33:15.0;0;1;*;*;*;*;*;NULL;0
857;838;2014-07-22 12:45:58.0;0;1;*;*;*;*;*;NULL;0
858;839;2014-08-29 22:17:23.0;0;1;*;*;*;*;*;NULL;0
859;840;2014-08-29 22:18:17.0;0;1;*;*;*;*;*;NULL;0
860;841;2015-04-23 00:08:16.0;0;1;*;*;*;*;*;NULL;0
861;842;2015-04-23 00:08:41.0;0;1;*;*;*;*;*;NULL;0
862;843;2015-04-23 00:10:30.0;0;1;*;*;*;*;*;NULL;0
863;844;2015-04-23 00:13:44.0;0;1;*;*;*;*;*;NULL;0
864;845;2015-08-03 18:03:26.0;0;1;*;*;*;*;*;NULL;0
865;846;2016-05-26 13:07:34.0;0;1;*;*;*;*;*;NULL;0
866;847;2013-10-03 16:42:37.0;0;1;*;*;*;*;*;NULL;0
867;848;2013-10-06 23:21:59.0;0;1;*;*;*;*;*;NULL;0
868;849;2013-09-12 10:20:36.0;0;1;*;*;*;*;*;NULL;0
869;850;2013-09-12 10:30:01.0;0;1;*;*;*;*;*;NULL;0
870;851;2013-09-12 10:48:44.0;0;1;*;*;*;*;*;NULL;0
871;852;2013-09-12 11:21:04.0;0;1;*;*;*;*;*;NULL;0
872;853;2013-09-17 11:37:52.0;0;1;*;*;*;*;*;NULL;0
873;854;2013-10-21 09:17:55.0;0;1;*;*;*;*;*;NULL;0
874;855;2013-10-21 09:18:46.0;0;1;*;*;*;*;*;NULL;0
875;856;2013-10-23 14:36:15.0;0;1;*;*;*;*;*;NULL;0
876;857;2014-05-14 09:48:26.0;0;1;*;*;*;*;*;NULL;0
877;858;2014-05-16 09:30:08.0;0;1;*;*;*;*;*;NULL;0
878;859;2014-07-22 14:51:18.0;0;1;*;*;*;*;*;NULL;0
